Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Year,Total.On.Board,Fatal.Injury.Likelihood,Serious.Injury.Likelihood,Severe.Injury.Risk,Aircraft.Destroyed,Aircraft.ID
20001211X13993,Accident,FTW92LA062,1992-01-29,E.I. BLK 108,,,,,,Non-Fatal,substantial,N65603,bell,206l-3,No,1.0,turbo shaft,unknown,0.0,0.0,1.0,1.0,imc,approach,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,bell_206l-3
20001211X14044,Accident,SEA92FA105,1992-01-29,"GARRISON, MT",United States,,,,,Fatal(1),destroyed,N8267E,cessna,182r,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,imc,cruise,Probable Cause,28-09-1993,1992,1.0,1.0,0.0,1.0,1,cessna_182r
20001211X14043,Accident,SEA92FA041,1992-01-29,"GOLD BAR, WA",United States,,,,,Fatal(2),destroyed,CFDFV,piper,pa-23-180,No,2.0,reciprocating,personal,2.0,0.0,0.0,0.0,unk,cruise,Probable Cause,14-09-1993,1992,2.0,1.0,0.0,1.0,1,piper_pa-23-180
20001211X14041,Accident,MIA92WA071,1992-01-29,"WEST END, Bahamas",Bahamas,,,,,Non-Fatal,destroyed,N1034U,piper,pa-34-200,No,0.0,unknown,personal,0.0,0.0,0.0,2.0,vmc,,Foreign,05-08-1996,1992,2.0,0.0,0.0,0.0,1,piper_pa-34-200
20001211X13951,Accident,BFO92LA026,1992-01-29,"EAST TAUNTON, MA",United States,,,TAN,TAUNTON MUNI,Non-Fatal,destroyed,N8379N,piper,pa-28-161,No,1.0,reciprocating,instructional,0.0,2.0,0.0,0.0,vmc,approach,Probable Cause,13-08-1993,1992,2.0,0.0,1.0,1.0,1,piper_pa-28-161
20001211X13983,Accident,FTW92FA061,1992-01-29,"OKLAHOMA CITY, OK",United States,,,2EJ,EXPRESSWAY AIRPARK,Fatal(1),substantial,N4869V,bellanca,17-30,No,1.0,reciprocating,business,1.0,2.0,0.0,0.0,imc,takeoff,Probable Cause,04-01-1994,1992,3.0,0.3333333333333333,0.6666666666666666,1.0,0,bellanca_17-30
20001211X14028,Accident,MIA92FA072,1992-01-30,"MALABAR, FL",United States,,,,,Fatal(2),destroyed,N2313G,robinson,r-22 beta,No,1.0,reciprocating,instructional,2.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,02-04-1996,1992,2.0,1.0,0.0,1.0,1,robinson_r-22 beta
20001211X14021,Accident,LAX92T#A02,1992-01-30,"SAN CARLOS, AZ",United States,,,,,Non-Fatal,substantial,N2BM,piper,j3,No,0.0,unknown,aerial observation,0.0,1.0,1.0,0.0,vmc,,Factual,05-08-1996,1992,2.0,0.0,0.5,0.5,0,piper_j3
20001211X13953,Accident,BFO92LA028,1992-01-30,"BALTIMORE, MD",United States,,,,MARTIN STATE,Non-Fatal,substantial,N9103Q,piper,pa-46,No,1.0,reciprocating,other work use,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,piper_pa-46
20001211X13952,Accident,BFO92LA027,1992-01-30,"WEST HEMPSTEAD, NY",United States,,,,,Non-Fatal,substantial,N7673U,cessna,150m,No,1.0,reciprocating,aerial observation,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,13-08-1993,1992,2.0,0.0,0.0,0.0,0,cessna_150m
20001211X13984,Accident,FTW92FA064,1992-01-31,"BARTLESVILLE, OK",United States,,,BVO,FRANK PHILLIPS,Fatal(2),destroyed,N6444A,cessna,182,No,1.0,reciprocating,business,2.0,0.0,0.0,0.0,vmc,descent,Probable Cause,11-06-1993,1992,2.0,1.0,0.0,1.0,1,cessna_182
20001211X13957,Accident,CHI92FA084,1992-01-31,"SWANTON, OH",United States,,,TOL,TOLEDO EXPRESS,Fatal(3),destroyed,N6038A,piper,pa-31t,No,2.0,turbo prop,business,3.0,0.0,0.0,0.0,imc,takeoff,Probable Cause,31-03-1993,1992,3.0,1.0,0.0,1.0,1,piper_pa-31t
20001211X14042,Accident,NYC92LA091,1992-01-31,"BANGOR, ME",United States,,,BGR,BANGOR INTERNATIONAL,Non-Fatal,substantial,N209BH,beech,99,No,2.0,turbo prop,business,0.0,0.0,0.0,2.0,imc,taxi,Probable Cause,13-08-1993,1992,2.0,0.0,0.0,0.0,0,beech_99
20001211X14039,Accident,MIA92LA073,1992-01-31,"JUNO BEACH, FL",United States,,,,,Non-Fatal,substantial,N85570,robinson,r-22 alpha,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,cruise,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,robinson_r-22 alpha
20001211X13994,Accident,FTW92LA063,1992-01-31,"CANYON LAKE, TX",United States,,,,,Non-Fatal,substantial,HK369,cessna,150m,No,1.0,reciprocating,ferry,0.0,0.0,1.0,0.0,vmc,cruise,Probable Cause,30-06-1993,1992,1.0,0.0,0.0,0.0,0,cessna_150m
20001211X14148,Incident,MIA92IA075,1992-02-01,"DESTIN, FL",United States,,,81J,DESTIN-FORT WALTON BEACH,Incident,minor,N7909W,piper,pa-28-180,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,standing,Probable Cause,26-05-1993,1992,3.0,0.0,0.0,0.0,0,piper_pa-28-180
20001211X14066,Accident,ATL92FA042,1992-02-01,"GEORGETOWN, SC",United States,,,,,Non-Fatal,substantial,N732HG,cessna,t210l,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,12-03-1993,1992,2.0,0.0,0.0,0.0,0,cessna_t210l
20001211X14109,Accident,FTW92LA065,1992-02-02,"SEARCY, AR",United States,,,,,Non-Fatal,substantial,N11567,cessna,150l,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,go-around,Probable Cause,11-06-1993,1992,1.0,0.0,0.0,0.0,0,cessna_150l
20001211X14082,Accident,CHI92LA087,1992-02-02,"HOWELL, MI",United States,,,3HE,LIVINGSTON COUNTY,Non-Fatal,substantial,N432W,cessna,170,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,13-08-1993,1992,2.0,0.0,0.0,0.0,0,cessna_170
20001211X14081,Accident,CHI92LA086,1992-02-02,"SANDSTONE, MN",United States,,,57Y,SANDSTONE,Non-Fatal,substantial,N56750,piper,pa-28-140,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,landing,Probable Cause,11-06-1993,1992,1.0,0.0,1.0,1.0,0,piper_pa-28-140
20001211X14080,Accident,CHI92LA085,1992-02-02,"CEDAR RAPIDS, IA",United States,,,CID,CEDAR RAPIDS MUNICIPAL,Non-Fatal,substantial,N427KP,piper,pa-32r-300,No,1.0,reciprocating,personal,0.0,0.0,0.0,5.0,vmc,cruise,Probable Cause,11-06-1993,1992,5.0,0.0,0.0,0.0,0,piper_pa-32r-300
20001211X14069,Accident,ATL92LA043,1992-02-02,"SHELBYVILLE, TN",United States,,,SYI,BOMAR FIELD,Non-Fatal,substantial,N6299Q,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,13-08-1993,1992,1.0,0.0,0.0,0.0,0,cessna_152
20001211X14079,Accident,CHI92FAMS1,1992-02-03,"BENTON HARBOR, MI",United States,,,,,Fatal(2),destroyed,N1123B,beech,95-be55,No,2.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,26-05-1993,1992,2.0,1.0,0.0,1.0,1,beech_95-be55
20001211X14124,Accident,LAX92LA107,1992-02-03,"CARSON CITY, NV",United States,,,O04,CARSON CITY,Non-Fatal,substantial,N6002T,cessna,150d,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,13-08-1993,1992,1.0,0.0,0.0,0.0,0,cessna_150d
20001211X14110,Accident,FTW92LA066,1992-02-03,"WACO, TX",United States,,,ACT,WACO REGIONAL,Non-Fatal,substantial,N9754B,cessna,172rg,No,1.0,reciprocating,business,0.0,0.0,0.0,2.0,imc,approach,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,cessna_172rg
20001211X14127,Accident,LAX92LA110,1992-02-04,"GREENFIELD, CA",United States,,,,,Non-Fatal,destroyed,N8507H,grumman,g-164a,No,1.0,reciprocating,other work use,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,31-08-1993,1992,1.0,0.0,0.0,0.0,1,grumman_g-164a
20001211X14055,Accident,ANC92LA032,1992-02-04,"METLAKATLA, AK",United States,,,MTM,METLAKATLA,Non-Fatal,substantial,N13GA,de havilland,dhc-3,No,1.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,11-06-1993,1992,1.0,0.0,0.0,0.0,0,de havilland_dhc-3
20001211X14054,Accident,ANC92LA031,1992-02-04,"TUNUNAK, AK",United States,,,AK45,TUNUNAK,Non-Fatal,substantial,N76RL,piper,pa-32-300,No,1.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,approach,Probable Cause,11-06-1993,1992,1.0,0.0,0.0,0.0,0,piper_pa-32-300
20001211X14125,Accident,LAX92LA108,1992-02-04,"RICHVALE, CA",United States,,,O97,RICHVALE,Non-Fatal,substantial,N1033,sikorsky,s55b,No,1.0,reciprocating,aerial application,0.0,1.0,0.0,1.0,vmc,standing,Probable Cause,11-06-1993,1992,2.0,0.0,0.5,0.5,0,sikorsky_s55b
20001211X14179,Accident,SEA92FA042,1992-02-05,"OGDEN, UT",United States,,,,,Fatal(1),destroyed,N4370B,piper,pa-28-161,No,1.0,reciprocating,instructional,1.0,1.0,0.0,0.0,vmc,cruise,Probable Cause,13-08-1993,1992,2.0,0.5,0.5,1.0,1,piper_pa-28-161
20001211X14163,Accident,MIA92WA074,1992-02-05,"BRIDGETOWN, Barbados",Barbados,,,,,Fatal(5),destroyed,N27AJ,bell,206-b-iii,No,0.0,unknown,unknown,5.0,0.0,0.0,0.0,vmc,,Foreign,05-08-1996,1992,5.0,1.0,0.0,1.0,1,bell_206-b-iii
20001211X14128,Accident,LAX92LA111,1992-02-05,"ALTURAS, CA",United States,,,O00,ALTURAS,Non-Fatal,substantial,N7086W,piper,pa-28-180,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,31-08-1993,1992,2.0,0.0,0.0,0.0,0,piper_pa-28-180
20001211X14164,Accident,NYC92FA055,1992-02-06,"RICHMOND HTS., OH",United States,,,,,Fatal(1),destroyed,N725AC,aero commander,500s,No,2.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,climb,Probable Cause,21-06-1993,1992,1.0,1.0,0.0,1.0,1,aero commander_500s
20001211X14162,Accident,MIA92LA097,1992-02-06,"CHURCH HILL, MS",United States,,,,,Non-Fatal,substantial,N88380,piper,j3-c65,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,descent,Probable Cause,13-08-1993,1992,1.0,0.0,0.0,0.0,0,piper_j3-c65
20001211X14099,Accident,DEN92LA030,1992-02-06,"MONTE VISTA, CO",United States,,,MV1,MONTE VISTA,Non-Fatal,substantial,N1509,piper,pa-30,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,piper_pa-30
20001211X14084,Accident,CHI92LA089,1992-02-06,"WHEELING, IL",United States,,,PWK,PALWAUKEE,Non-Fatal,substantial,N9029V,beech,55,No,2.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,taxi,Probable Cause,26-05-1993,1992,1.0,0.0,0.0,0.0,0,beech_55
20001211X14083,Accident,CHI92LA088,1992-02-06,"HOWELL, MI",United States,,,,,Non-Fatal,substantial,N65566,cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,30-06-1993,1992,1.0,0.0,0.0,0.0,0,cessna_152
20001211X14119,Accident,LAX92FA112,1992-02-07,"N. PALM SPRINGS, CA",United States,,,,,Fatal(2),destroyed,N22357,cessna,150h,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,16-12-1993,1992,2.0,1.0,0.0,1.0,1,cessna_150h
20001211X14153,Accident,MIA92LA079,1992-02-07,"FERNANDINA BCH, FL",United States,,,,,Non-Fatal,substantial,N8346B,piper,pa-28-161,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,11-06-1993,1992,1.0,0.0,1.0,1.0,0,piper_pa-28-161
20001211X14184,Accident,SEA92LA044,1992-02-08,"DIXON, WY",United States,,,,,Fatal(2),destroyed,N70600,lockheed,p2v-7,No,2.0,reciprocating,ferry,2.0,0.0,0.0,0.0,unk,cruise,Probable Cause,17-09-1993,1992,2.0,1.0,0.0,1.0,1,lockheed_p2v-7
20001211X14149,Incident,MIA92IA077B,1992-02-08,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,minor,N8079U,douglas,dc-8-71,No,4.0,turbo fan,unknown,0.0,0.0,0.0,461.0,vmc,standing,Probable Cause,26-05-1993,1992,461.0,0.0,0.0,0.0,0,douglas_dc-8-71
20001211X14149,Incident,MIA92IA077A,1992-02-08,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,minor,N354AA,boeing,767-323er,No,2.0,turbo fan,unknown,0.0,0.0,0.0,461.0,vmc,takeoff,Probable Cause,26-05-1993,1992,461.0,0.0,0.0,0.0,0,boeing_767-323er
20001211X14183,Accident,SEA92LA043,1992-02-08,"WEST JORDAN, UT",United States,,,U42,SLC MUNICIPAL 2 AIRPORT,Non-Fatal,substantial,N50659,taylorcraft,bc12-65,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,28-09-1993,1992,2.0,0.0,0.0,0.0,0,taylorcraft_bc12-65
20001211X14169,Accident,NYC92LA056,1992-02-08,"CALDONIA, NY",United States,,,,GREATER ROCHESTER INT'L,Non-Fatal,substantial,N986T,beech,95,No,2.0,reciprocating,personal,0.0,0.0,1.0,0.0,imc,approach,Probable Cause,17-09-1993,1992,1.0,0.0,0.0,0.0,0,beech_95
20001211X14159,Accident,MIA92LA087,1992-02-08,"PERRY, FL",United States,,,40J,PERRY-FOLEY,Non-Fatal,substantial,N46021,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,taxi,Probable Cause,11-06-1993,1992,1.0,0.0,0.0,0.0,0,cessna_152
20001211X14154,Accident,MIA92LA080,1992-02-08,"STUART, FL",United States,,,,,Non-Fatal,substantial,N9286U,cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,30-06-1993,1992,2.0,0.0,0.0,0.0,0,cessna_150m
20001211X14057,Accident,ANC92LA034,1992-02-08,"FAIRBANKS, AK",United States,,,FAI,FAIRBANKS INTERNATIONAL,Non-Fatal,substantial,N8620S,cessna,150,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,approach,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,cessna_150
20001211X14105,Accident,FTW92FA067,1992-02-09,"COVINGTON, OK",United States,,,,,Fatal(2),destroyed,N3966V,cessna,150m,No,1.0,reciprocating,instructional,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,26-08-1993,1992,2.0,1.0,0.0,1.0,1,cessna_150m
20001211X14170,Accident,NYC92LA057,1992-02-09,"NEW YORK, NY",United States,,,LGA,LA GUARDIA,Non-Fatal,substantial,N9147J,piper,pa-32r-301,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,climb,Probable Cause,26-08-1993,1992,1.0,0.0,1.0,1.0,0,piper_pa-32r-301
20001211X14156,Accident,MIA92LA083,1992-02-09,"KISSIMMEE, FL",United States,,,ISM,KISSIMMEE MUNICIPAL,Non-Fatal,substantial,N56982,piper,pa-32-260,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,13-08-1993,1992,2.0,0.0,0.0,0.0,0,piper_pa-32-260
20001211X14129,Accident,LAX92LA113,1992-02-09,"TUCSON, AZ",United States,,,,,Non-Fatal,substantial,N9312U,cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,13-08-1993,1992,2.0,0.0,0.0,0.0,0,cessna_150m
20001211X14101,Accident,DEN92LA032,1992-02-09,"DELTA, CO",United States,,,,,Non-Fatal,substantial,N8242B,cessna,172,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,maneuvering,Probable Cause,11-06-1993,1992,1.0,0.0,0.0,0.0,0,cessna_172
20001211X14100,Accident,DEN92LA031,1992-02-09,"DURANGO, CO",United States,,,SCO0,ANIMAS AIR PARK,Non-Fatal,substantial,N5637W,maule,m-5-235c,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,go-around,Probable Cause,11-06-1993,1992,2.0,0.0,0.0,0.0,0,maule_m-5-235c
20001211X14056,Accident,ANC92LA033,1992-02-09,"CUBE COVE, AK",United States,,,,CUBE COVE,Fatal(1),substantial,N905D,stinson,108-2,No,1.0,reciprocating,business,1.0,0.0,0.0,0.0,vmc,approach,Probable Cause,14-09-1993,1992,1.0,1.0,0.0,1.0,0,stinson_108-2
20001211X14150,Incident,MIA92IA081,1992-02-09,SAN JUAN,Puerto Rico,,,SJU,LUIS MUNOZ MARIN INT'L,Incident,minor,N752US,boeing,727-214a,No,3.0,turbo fan,unknown,0.0,0.0,0.0,157.0,vmc,takeoff,Probable Cause,30-06-1993,1992,157.0,0.0,0.0,0.0,0,boeing_727-214a
20001211X14106,Accident,FTW92FA068,1992-02-10,"DARROUZETT, TX",United States,,,,,Fatal(2),destroyed,N5896F,cessna,210g,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,descent,Probable Cause,30-06-1993,1992,2.0,1.0,0.0,1.0,1,cessna_210g
20001211X14157,Accident,MIA92LA084,1992-02-10,"NEW SMYRNA BCH, FL",United States,,,34J,NEW SMYRNA BCH MUNICIPAL,Non-Fatal,substantial,N20974,piper,pa-28-161,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,approach,Probable Cause,26-05-1993,1992,2.0,0.0,0.0,0.0,0,piper_pa-28-161
20001211X14130,Accident,LAX92LA114,1992-02-10,"SAN ARDO, CA",United States,,,,PLOWED FIELD,Non-Fatal,substantial,N3903L,bell,206biii,No,1.0,turbo shaft,other work use,0.0,0.0,1.0,3.0,vmc,standing,Probable Cause,13-08-1993,1992,4.0,0.0,0.0,0.0,0,bell_206biii
20001211X14102,Accident,DEN92LA033,1992-02-10,"PARSHALL, CO",United States,,,,,Non-Fatal,substantial,N737BY,cessna,172n,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,30-06-1993,1992,2.0,0.0,0.0,0.0,0,cessna_172n
20001211X14180,Accident,SEA92FA045,1992-02-11,"WELLINGTON, UT",United States,,,,,Fatal(2),destroyed,N5003U,bell,206b,No,1.0,turbo shaft,ferry,2.0,0.0,0.0,0.0,imc,taxi,Probable Cause,26-08-1993,1992,2.0,1.0,0.0,1.0,1,bell_206b
